event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windgust,windspeed,winddir,pressure,cloudcover,visibility,moonphase,conditions,stations,elevation,continent,season,treecover2000,loss,gain,soil_texture_0,soil_texture_10,soil_texture_30,soil_texture_60,soil_texture_100,soil_texture_200,population_density_2000,population_density_2005,population_density_2010,population_density_2015,population_density_2020
2009-01-08 00:00:00,"Burcham Street, Kelso, Washington",A rain-saturated hillside gave way and knocked a Kelso home eight feet off its foundation Thursday morning. An area roughly 25-feet by 50-feet gave way without warning. Nearby homes were evacuated after the landslide on Burcham Street.,"Burcham Street, Kelso,Washington",5km,mudslide,unknown,small,unknown,0.0,0.0,United States,Washington,11925,Kelso,1.87666,-122.909,46.1299,10.1,4.1,7.3,10.1,1.7,6.0,5.1,86.5,19.63,50.0,50.95586533403471,25.9,237.1,1018.6,98.3,14.8,0.45,"Rain, Overcast","['72683604201', '72792424223', '72791894298']",5.0,North America,winter,0,0.0,0,Lo,Lo,Lo,SaLo,SaLo,SaLo,1225.8902587890625,1288.1708984375,1348.6246337890625,1396.219970703125,1437.534423828125
2009-01-08 01:00:00,"9700 block of Rainier Avenue South, Seatle, Washington ","The Olympic Mountains' ""rain shadow"" appears to have shielded Seattle from the full brunt of the soggy winter storm that has caused landslides and major flooding across much of Western Washington. Some hillsides and trees did collapse due to soil failure after the severe rains and wind pounded the region. One landslide in the city spilled out onto the 9700 block of Rainier Avenue South early Thursday.  About 100 cubic yards of dirt collapsed at about 1 a.m., pulling down two trees, according to the city's Department of Transportation, and traffic had to be diverted at Waters Avenue South and at the Renton Municipal Airport to Renton Avenue South.  In West Seattle, a tree toppled over onto 39th Avenue at Fauntleroy Way Southwest. Crews were dispatched to the location just after 10 a.m.  ","9700 block of Rainier Avenue South, Seatle, Washington ",5km,complex,rain,small,unknown,0.0,0.0,United States,Washington,22699,Mercer Island,5.27987,-122.273,47.538,10.7,4.4,8.0,10.7,0.4,6.0,5.0,81.55,4.95,20.83,64.4,29.8,175.0,1014.3,94.8,15.6,0.45,"Rain, Overcast","['72793024233', '72793524234', '72793494248']",34.0,North America,winter,1,0.0,0,Lo,Lo,Lo,Lo,Lo,SaLo,4568.83203125,4822.57275390625,5071.6357421875,5274.27197265625,5454.7978515625
2009-01-08 06:00:00,"Mount Baker Highway at about milepost 16, Washington","Residents of the slide area near Marshall Hill Road were stunned by what they saw at dawn’s first light Thursday, Jan. 8. Rocks and trees, borne on a river of mud, had swept down a small creek from the forested slopes to the north and west. The torrent swept away cars, sheds and utility poles and closed Mount Baker Highway at about milepost 16. The stink of propane from leaking tanks hung in the air. “I just can’t believe this,” area resident Nancy Vaught said as she surveyed the mess. Vaught, spent a few hours at the Red Cross emergency shelter at Nugents Corner after the slide, and returned to the area to take a look once the sun was up. Authorities reported five homes were damaged in the slide but no one was injured. Two people who were trapped in one of the houses because of downed power lines got out safely, Washington State Patrol Trooper Keith Leary said. The slide, which was at least 100 yards across, closed the highway east of Deming. ","Mount Baker Highway at about milepost 16, Washington",5km,mudslide,rain,small,unknown,0.0,0.0,United States,Washington,3324,Peaceful Valley,8.1479,-122.037,48.929,6.9,3.3,5.5,6.2,2.3,3.9,4.0,90.31,12.35,45.83,37.9,13.2,212.0,1012.8,54.9,12.7,0.45,"Rain, Partially cloudy","['71775099999', '71785099999', '99999904223', '72027294282', '72797624217', '71114099999']",202.0,North America,winter,99,0.0,0,Lo,Lo,Lo,Lo,Lo,Lo,0.8977172374725342,0.9867925643920898,1.0807067155838013,1.170401930809021,1.2605608701705933
2009-01-13 08:50:00,"SR 522, near Bothell, Washington","Traffic was backed up out of Bothell through Kenmore Tuesday morning from approximately 8:50-9:10 a.m. due to a mudslide, which blocked the right lanes of westbound State Route 522 just east of State Route 104.","SR 522, near Bothell, Washington",1km,mudslide,rain,small,unknown,0.0,0.0,United States,Washington,33505,Bothell,0.57422,-122.2072,47.7573,8.4,5.8,7.0,7.5,4.8,6.5,4.8,86.18,0.0,0.0,50.95586533403471,8.0,258.1,1035.3,97.5,12.7,0.54,Overcast,"['72793524234', '72793494248', '72793724222']",14.0,North America,winter,90,0.0,0,Lo,Lo,Lo,Lo,Lo,Lo,757.2579345703125,799.3140258789062,840.5948486328125,874.1806030273438,904.1016845703124
2009-02-06 00:00:00,Sierra Madre foothills northeast of downtown Los Angeles,"The National Weather Service has issued flash flood watches through Saturday (Feb 6)afternoon for burn areas as well as for valleys, foothills and coastal areas from Ventura to San Diego counties and the Inland Empire. Meteorologists say the second wave of a Pacific storm front could dump an inch of rain or more, with showers, isolated thunderstorms and possible lightning strikes. On Friday, a mudslide inundated streets in the Sierra Madre foothills northeast of downtown Los Angeles, closing some streets for several hours. Another slide left about 3 feet of mud on a road in the San Fernando Valley community of Sylmar.",Sierra Madre foothills northeast of downtown Los Angeles,5km,mudslide,rain,small,unknown,0.0,0.0,United States,California,10917,Sierra Madre,0.26489,-118.05,34.162,14.9,11.1,13.1,14.9,11.1,13.1,10.8,86.87,26.37,79.17,50.95586533403471,13.5,161.3,1013.6,99.4,11.8,0.43,"Rain, Overcast","['72288023152', '72287493134', '72297603166']",247.0,North America,winter,0,0.0,0,Lo,Lo,Lo,ClLo,SaClLo,SaClLo,2810.917236328125,2857.8134765625,2894.7783203125,2899.625732421875,2888.486328125
2009-04-20 09:00:00,"Route 39 in Rockbridge County, Virginia",STAUNTON – The Virginia Department of Transportation is implementing repairs to the slope failure on Route 39 in Rockbridge County. Route 39 is closed from Route 252 to Route 729. The slide took place on April 20 and is located .5 mile west of Route 252. Heavy rain occurred on the morning of April 20 in the area of the slide.,"Route 39 in Rockbridge County, Virginia",1km,mudslide,downpour,small,unknown,0.0,0.0,United States,Virginia,1463,East Lexington,13.41471,-79.4305,37.9137,14.6,10.1,12.4,14.6,10.1,12.4,11.4,93.63,25.05,66.67,94.3,14.5,193.3,1008.0,98.1,11.6,0.89,"Rain, Overcast","['72410013733', '72410593760']",347.0,North America,spring,0,0.0,0,Lo,Lo,Lo,Lo,Lo,Lo,6.850793361663818,7.104772567749023,7.340999126434326,7.500761032104492,7.621793270111084
2017-05-19 20:14:00,"Mudslide in Pikeville, KY",Mudslide floods first level of house,"Kentucky Ave, Pikeville, KY",1km,mudslide,rain,small,urban,0.0,0.0,United States,United States,33369,United States,0.10001,-83.712126,36.770029,28.7,17.3,22.3,30.3,17.3,22.5,19.2,84.47,14.88,20.83,47.3,8.6,126.2,1016.9,25.6,15.1,0.78,"Rain, Partially cloudy","['72035363875', '72046599999', '72424303849', 'K1A6', '72090799999', 'KLOZ']",323.0,North America,spring,0,0.0,0,Lo,Lo,Lo,Lo,Lo,Lo,201.93467712402344,197.5297393798828,192.5084381103516,185.5291442871093,177.81822204589844
2009-09-20 18:30:00,"Mile point 5.4 on Mitkof Highway, Petersburg, Alaska","On Sunday, a mudslide came down at mile point 5.4 of the Mitkof Highway. That mudslide littered the highway with trees and other debris. Crews cleared the road after only a few hours. Other report: Police received a call around 6:30pm on Sunday evening concerning a mudslide across an area around the 6.2-mile point of Mitkof Highway. Sokol described the mudslide itself as being approximately seven feet tall and 125 feet wide and suggested it began about 1,000 feet up the hillside. “It went clear across Mitkof Highway to the pullout on the opposite side of the road,” he said. He estimated about a dozen or so trees were taken down in the slide, some of which measured as large as 30 feet in length and four feet in diameter.","Mile point 5.4 on Mitkof Highway, Petersburg, Alaska",10km,mudslide,downpour,medium,unknown,0.0,0.0,United States,Alaska,2369,Wrangell,23.55928,-132.7269,56.5561,11.4,9.4,10.5,11.4,6.4,10.1,8.0,85.11,0.0,0.0,50.95586533403471,30.3,115.6,1018.5,85.8,13.1,0.02,Partially cloudy,"['70386025329', '70387025338', '99817299999']",17.0,North America,summer,78,0.0,0,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo,0.0,0.0,0.0,0.0,0.0
2009-09-22 02:00:00,"Mile 4.5, Mitkof Highway, Alaska","An additional slide covered part of the Mitkof Highway after midnight Tuesday at mile point 4.5. Responding crews found a 36 inch cross culvert buried under about three feet of rock and trees, along with almost six inches of water washing over the road.","Mile 4.5, Mitkof Highway, Alaska",5km,mudslide,downpour,medium,unknown,0.0,0.0,United States,Alaska,2369,Wrangell,24.6152,-132.7348,56.5692,12.7,9.2,11.4,12.7,7.0,11.2,9.8,89.52,0.0,0.0,50.95586533403471,32.9,126.8,1012.1,84.1,11.8,0.08,Partially cloudy,"['70386025329', '70387025338', '99817299999']",25.0,North America,summer,85,0.0,0,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo,0.0,0.0,0.0,0.0,0.0
2009-09-22 05:00:00,"Mile point 17.5, Mitkof Highway, Alaska","A second slide struck Mitkof Highway at about 5 a.m. Tuesday at mile point 17.5. There, crews came upon a slide covering about a 50-foot section of highway that was three feet deep. The crews cleared the road and reopened one lane to traffic within two hours and both lanes by 9 a.m.","Mile point 17.5, Mitkof Highway, Alaska",5km,mudslide,downpour,medium,unknown,0.0,0.0,United States,Alaska,2369,Wrangell,16.55139,-132.5617,56.5787,12.8,9.6,11.6,12.8,7.3,11.3,9.7,88.24,0.0,0.0,50.95586533403471,31.0,139.9,1012.1,87.3,12.2,0.08,Partially cloudy,"['70386025329', '70387025338', '99817299999']",106.0,North America,summer,98,0.0,0,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo,0.0,0.0,0.0,0.0,0.0
2009-11-18 00:00:00,"8500 block of 29th Street NW, Gig Harbor, Washington","A detached garage of a home in the 8500 block of 29th Street NW, along with two vehicles, was destroyed in the early morning hours of Monday, Nov. 16.  Fire crews suspect that heavy rains loosened a section of hillside above the home, creating a slide approximately 50 feet by 200 feet in size that lifted a pickup truck onto the roof of the garage. The weight of the truck and mud caused the garage roof to collapse.","8500 block of 29th Street NW, Gig Harbor, Washington",1km,mudslide,downpour,small,unknown,0.0,0.0,United States,Washington,6651,Wollochet,2.74791,-122.5562,47.2846,9.3,3.8,6.4,6.1,-1.0,2.6,2.3,76.41,4.33,62.5,57.2,31.7,172.1,1014.4,83.1,16.0,0.01,"Rain, Partially cloudy","['72792894263', '72793024233', '74206024207', '72793894274', '72793524234']",78.0,North America,autumn,2,0.0,0,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo,1120.7841796875,1195.1676025390625,1269.787841796875,1334.0704345703125,1393.8885498046875
2009-12-09 00:00:00,Creek Road is closed at Signal Mountain Road,"Heavy Rain, Mud Slides, Downed Trees Close Many Schools. Heavy rains and strong winds overnight closed many area schools and roads. The Hamilton County Sheriff's Office was reporting the following road hazards and closures at 5 a.m. W Road is partially closed due to mud slides.  Signal Mountain Road is closed to traffic traveling up or down the mountain due to trees down and mud slides. Roberts Mill Road is closed at Levi due to water on the road. Suck Creek Road is closed at Signal Mountain Road due to water over the road and mud slides on the Marion County side.",Creek Road is closed at Signal Mountain Road,5km,mudslide,downpour,small,unknown,0.0,0.0,United States,Tennessee,167674,Chattanooga,5.97545,-85.3697,35.0672,16.1,5.5,12.9,16.1,1.2,12.1,2.7,54.34,32.24,16.67,70.2,42.5,226.2,1003.1,49.4,14.6,0.78,"Rain, Partially cloudy","['72324013882', '72215453885', '99999963896', '99999963862']",557.0,North America,autumn,100,0.0,0,Lo,Lo,ClLo,ClLo,ClLo,ClLo,78.12735748291016,78.9240951538086,79.43681335449219,79.06595611572266,78.26537322998047
2009-12-09 00:00:00,Signal Mountain Road,"Heavy Rain, Mud Slides, Downed Trees Close Many Schools. Heavy rains and strong winds overnight closed many area schools and roads. The Hamilton County Sheriff's Office was reporting the following road hazards and closures at 5 a.m. W Road is partially closed due to mud slides.  Signal Mountain Road is closed to traffic traveling up or down the mountain due to trees down and mud slides. Roberts Mill Road is closed at Levi due to water on the road. Suck Creek Road is closed at Signal Mountain Road due to water over the road and mud slides on the Marion County side.",Signal Mountain Road,5km,mudslide,downpour,small,unknown,0.0,0.0,United States,Tennessee,7554,Signal Mountain,2.05274,-85.3361,35.1052,16.1,5.5,12.9,16.1,1.3,12.1,2.7,54.31,32.28,16.67,70.2,42.5,226.2,1003.1,50.7,14.6,0.78,"Rain, Partially cloudy","['72324013882', '72215453885', '99999963896', '99999963862']",255.0,North America,autumn,59,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,92.7871322631836,97.0652313232422,101.16619110107422,104.26828002929688,106.87366485595705
2015-02-06 13:18:00,"OR 42, milepost 42.2",,"OR 42, milepost 42.2",exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,Oregon,3742,Lafayette,3.64565,-123.1587,45.2335,13.8,11.1,12.4,13.8,11.1,12.4,10.2,86.68,25.0,75.0,60.9,40.1,169.6,998.4,86.9,13.5,0.53,"Rain, Partially cloudy","['KSLE', 'KMMV', '72695994281', 'KUAO', '72688194273', '72698694261']",50.0,North America,winter,60,0.0,0,Lo,Lo,Lo,Lo,Lo,Lo,11.633731842041016,12.582812309265137,13.559136390686035,14.44879150390625,15.312028884887695
2011-05-04 09:00:00,"on transfer station rd near old landfill(?), Franklin county, VT","And that wasn't the only landslide created by all the rain. Just down the road there's another one-- over 100-feet long and also of great concern because it's only 35 feet away from Highgate's old landfill.  …  Highgate, Vermont - May 4, 2011   -----  The landslide, within a half-mile of the Brousseau Road intersection with Route 207, occurred earlier this month. At the same time, a landslide was found above the Swanton dam on the Missisquoi River that took out power lines and another that endangered the town's buried landfill.  The Brousseau landslide is smaller than the other two, but is a greater safety threat, according to Highgate Town Administrator David Jescavage. ""That one is a top priority, safety wise,"" said Jescavage of the Brousseau Road slide.  …  The landslide along Transfer Station Road near the old landfill may qualify for federal funds, but the town property above the Missisquoi River on Route 207 does not qualify because no infrastructure owned by the town was harme","on transfer station rd near old landfill(?), Franklin county, VT",1km,mudslide,downpour,small,unknown,0.0,0.0,United States,Vermont,2386,Swanton,5.80477,-73.0562,44.9378,8.8,6.2,7.2,8.8,4.4,6.2,6.3,93.88,31.83,95.83,50.95586533403471,10.7,291.3,1014.7,24.4,13.5,0.01,"Rain, Partially cloudy","['72622564776', 'CWFQ', '71373099999', 'KPBG', 'CWIZ', '71372099999']",89.0,North America,spring,100,1.0,0,Lo,Lo,Lo,Lo,Lo,SaLo,23.3139762878418,23.93561363220215,24.483217239379883,24.764955520629883,24.911985397338867
2017-01-06 14:34:00,Rockslide in Yosemite,"Boulders fall on entrance to Yosemite Park, blocking the road",Entrance to Yosemite Park on Highway  40,25km,rock_fall,unknown,small,above_road,0.0,0.0,United States,United States,17853,United States,0.10001,-119.7795082,37.67607624,3.7,-6.2,-0.3,2.1,-8.9,-2.6,-8.0,57.21,0.0,0.0,35.3,8.8,98.7,1020.3,0.0,15.7,0.28,Clear,"['72065200433', '99999953150', 'KMCE', 'KBAN', '72481523257']",613.0,North America,winter,18,0.0,0,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo,246.62033081054688,254.96792602539065,262.6261291503906,267.5071716308594,270.9784240722656
2011-07-30 00:00:00,"Catherine Store Road, Garfield County, CO","Several Garfield County roads were so badly damaged during recent torrential rains and floods, the county is having to sidestep its own rules to get them fixed quickly.  County Roads 320 (the Rifle-Rulison Road), 115 (Red Canyon Road) and 100 (Catherine Store Road) in Missouri Heights were closed in late July as a result of mudslides and rockfalls along certain stretches.  Public Works Director Betsy Suerth got permission on Monday from the Garfield Board of County Commissioners (BOCC) to spent an estimated $2 million to fix the roads, and to do so in an “expedited manner” to get the roads open to the public as quickly as possible.  “I believe that the damages have caused unsafe conditions and pose a threat to the safety of the public,” Suerth told the BOCC.  County attorney Andrew Gorgey assured the BOCC that state law does allow for such shortcuts in the case of emergencies.  That means the county's normal procurement system, in particular the advertisement for requests for proposals","Catherine Store Road, Garfield County, CO",10km,mudslide,rain,small,unknown,0.0,0.0,United States,Colorado,3801,El Jebel,4.90954,-107.1291,39.4274,30.5,10.9,20.9,28.6,10.9,20.5,5.9,41.86,0.0,0.0,38.9,16.8,150.9,1016.0,40.4,16.0,1.0,Partially cloudy,"['72571703016', '72467523063', 'KRIL', 'KEGE', 'KASE', '72467693073']",2174.0,North America,summer,0,0.0,0,Lo,Lo,Lo,Lo,Lo,Lo,24.91022491455078,28.298992156982425,32.03022003173828,35.85040664672852,39.90524291992188
2011-07-30 00:00:00,"Red Canyon Road, Garfield County, CO","Several Garfield County roads were so badly damaged during recent torrential rains and floods, the county is having to sidestep its own rules to get them fixed quickly.  County Roads 320 (the Rifle-Rulison Road), 115 (Red Canyon Road) and 100 (Catherine Store Road) in Missouri Heights were closed in late July as a result of mudslides and rockfalls along certain stretches.  Public Works Director Betsy Suerth got permission on Monday from the Garfield Board of County Commissioners (BOCC) to spent an estimated $2 million to fix the roads, and to do so in an “expedited manner” to get the roads open to the public as quickly as possible.  “I believe that the damages have caused unsafe conditions and pose a threat to the safety of the public,” Suerth told the BOCC.  County attorney Andrew Gorgey assured the BOCC that state law does allow for such shortcuts in the case of emergencies.  That means the county's normal procurement system, in particular the advertisement for requests for proposals","Red Canyon Road, Garfield County, CO",10km,mudslide,rain,small,unknown,0.0,0.0,United States,Colorado,9614,Glenwood Springs,10.57117,-107.2225,39.4977,31.2,11.3,21.7,29.2,11.3,21.2,5.6,39.63,0.0,0.0,38.9,18.5,175.9,1015.9,31.0,16.0,1.0,Partially cloudy,"['72571703016', '72467523063', 'KRIL', 'KEGE', 'KASE', '72467693073']",2212.0,North America,summer,0,0.0,0,Lo,Lo,Lo,Lo,Lo,Lo,4.88132905960083,5.54538106918335,6.276541233062744,7.02513313293457,7.819705486297607
2012-05-02 00:00:00,"Myrtle Creek Rd, Bonners Ferry, ID","The Myrtle Creek Road, also known as Forest Road 633, was closed due to mudslides and flood damage.Forest Service employees working in the area west of Bonners Ferry, Idaho earlier this week discovered a significant mudslide and road washout, which has divided the road and scattered logs, boulders and mud throughout several sections of the road. An emergency road closure order has been issued for the entire length of the road.","Myrtle Creek Rd, Bonners Ferry, ID",10km,landslide,downpour,large,unknown,0.0,0.0,United States,Oregon,2514,Myrtle Point,14.54271,-124.01,42.9744,11.5,3.7,8.0,11.5,2.4,7.2,2.2,67.94,2.3,25.0,33.5,12.1,151.8,1014.0,47.0,15.7,0.41,"Rain, Partially cloudy","['72690424231', '99999904141', 'KSXT', '72691724284', 'KOTH', 'KRBG']",82.0,North America,spring,94,0.0,0,Lo,Lo,ClLo,ClLo,ClLo,ClLo,1.3252426385879517,1.329275608062744,1.3284045457839966,1.3127766847610474,1.2901880741119385
